nick,civ,week_start,wins,losses,games,winrate
Dark De Bruyne,Wu,2025-06-16,0,1,1,0.00
Dark De Bruyne,Wu,2025-06-23,1,0,1,1.00
Dark De Bruyne,Wu,2025-06-30,1,0,1,1.00
Dark De Bruyne,Wu,2025-09-15,1,0,1,1.00
Dark De Bruyne,Wu,2025-11-10,0,1,1,0.00
Dark De Bruyne,Wu,2025-11-24,0,1,1,0.00
Dark De Bruyne,Wu,2025-12-08,1,0,1,1.00
Dark De Bruyne,Wu,2026-01-05,1,0,1,1.00
Dark De Bruyne,Wu,2026-01-26,0,1,1,0.00
Dark De Bruyne,Wu,2026-02-23,0,1,1,0.00
Gajini,Aztecs,2024-04-29,1,0,1,1.00
Gajini,Aztecs,2024-06-17,1,0,1,1.00
Gajini,Aztecs,2024-07-15,2,0,2,1.00
Gajini,Aztecs,2024-08-26,1,1,2,0.50
Gajini,Aztecs,2024-10-14,1,0,1,1.00
Gajini,Aztecs,2024-11-04,1,0,1,1.00
Gajini,Aztecs,2024-12-23,1,1,2,0.50
Gajini,Aztecs,2025-02-17,1,1,2,0.50
Gajini,Aztecs,2025-05-05,1,0,1,1.00
Gajini,Aztecs,2025-06-30,0,3,3,0.00
Gajini,Aztecs,2025-09-01,1,2,3,0.33
Gajini,Aztecs,2025-12-08,0,1,1,0.00
Gajini,Aztecs,2025-12-15,0,1,1,0.00
Gajini,Aztecs,2026-01-26,0,1,1,0.00
Gajini,Bengalis,2024-03-18,2,0,2,1.00
Gajini,Bengalis,2024-04-08,0,1,1,0.00
Gajini,Bengalis,2024-04-22,1,0,1,1.00
Gajini,Bengalis,2024-04-29,1,0,1,1.00
Gajini,Bengalis,2024-05-13,1,3,4,0.25
Gajini,Bengalis,2024-09-02,1,0,1,1.00
Gajini,Bengalis,2024-09-16,0,1,1,0.00
Gajini,Bengalis,2024-10-28,2,1,3,0.67
Gajini,Bengalis,2024-11-11,0,1,1,0.00
Gajini,Bengalis,2025-03-10,1,0,1,1.00
Gajini,Bengalis,2025-03-31,0,1,1,0.00
Gajini,Bengalis,2025-07-28,1,1,2,0.50
Gajini,Bengalis,2025-08-11,1,0,1,1.00
Gajini,Bengalis,2025-08-18,1,1,2,0.50
Gajini,Bengalis,2025-08-25,1,0,1,1.00
Gajini,Bengalis,2025-09-01,2,0,2,1.00
Gajini,Bengalis,2025-10-20,0,1,1,0.00
Gajini,Bengalis,2025-11-03,0,1,1,0.00
Gajini,Bengalis,2025-12-01,0,2,2,0.00
Gajini,Bengalis,2026-01-05,1,0,1,1.00
Gajini,Bengalis,2026-01-12,0,1,1,0.00
Gajini,Berbers,2024-03-04,1,0,1,1.00
Gajini,Berbers,2024-05-20,0,1,1,0.00
Gajini,Berbers,2024-09-16,0,1,1,0.00
Gajini,Berbers,2024-10-21,1,0,1,1.00
Gajini,Berbers,2024-12-16,1,0,1,1.00
Gajini,Berbers,2024-12-30,2,0,2,1.00
Gajini,Berbers,2025-01-27,2,1,3,0.67
Gajini,Berbers,2025-02-03,2,0,2,1.00
Gajini,Berbers,2025-03-03,3,0,3,1.00
Gajini,Berbers,2025-03-31,0,1,1,0.00
Gajini,Berbers,2025-04-14,1,1,2,0.50
Gajini,Berbers,2025-06-16,1,1,2,0.50
Gajini,Berbers,2025-06-23,1,1,2,0.50
Gajini,Berbers,2025-07-28,0,1,1,0.00
Gajini,Berbers,2025-09-08,1,0,1,1.00
Gajini,Berbers,2025-10-06,0,1,1,0.00
Gajini,Berbers,2025-10-20,2,1,3,0.67
Gajini,Berbers,2025-11-10,1,0,1,1.00
Gajini,Berbers,2025-11-24,1,0,1,1.00
Gajini,Berbers,2025-12-15,0,1,1,0.00
Gajini,Berbers,2026-01-19,0,1,1,0.00
Gajini,Bohemians,2024-11-18,0,1,1,0.00
Gajini,Bohemians,2024-12-30,1,1,2,0.50
Gajini,Bohemians,2025-02-03,0,2,2,0.00
Gajini,Bohemians,2025-03-03,1,1,2,0.50
Gajini,Bohemians,2025-03-17,0,1,1,0.00
Gajini,Bohemians,2025-03-31,2,0,2,1.00
Gajini,Bohemians,2025-06-23,1,1,2,0.50
Gajini,Bohemians,2025-06-30,1,0,1,1.00
Gajini,Bohemians,2025-09-08,0,1,1,0.00
Gajini,Bohemians,2025-11-10,0,1,1,0.00
Gajini,Bohemians,2025-11-24,0,1,1,0.00
Gajini,Bohemians,2025-12-01,0,1,1,0.00
Gajini,Bohemians,2026-01-12,0,1,1,0.00
Gajini,Bohemians,2026-02-09,1,0,1,1.00
Gajini,Bohemians,2026-02-23,0,1,1,0.00
Gajini,Britons,2024-03-04,0,1,1,0.00
Gajini,Britons,2024-03-18,1,1,2,0.50
Gajini,Britons,2024-04-15,1,0,1,1.00
Gajini,Britons,2024-04-22,0,1,1,0.00
Gajini,Britons,2024-07-15,0,2,2,0.00
Gajini,Britons,2024-10-07,0,1,1,0.00
Gajini,Britons,2024-10-28,0,1,1,0.00
Gajini,Britons,2024-11-04,1,1,2,0.50
Gajini,Britons,2024-12-23,0,1,1,0.00
Gajini,Britons,2024-12-30,1,1,2,0.50
Gajini,Britons,2025-01-06,0,1,1,0.00
Gajini,Britons,2025-01-27,0,1,1,0.00
Gajini,Britons,2025-02-24,0,1,1,0.00
Gajini,Britons,2025-03-03,0,1,1,0.00
Gajini,Britons,2025-03-24,1,0,1,1.00
Gajini,Britons,2025-03-31,1,1,2,0.50
Gajini,Britons,2025-04-14,1,0,1,1.00
Gajini,Britons,2025-08-18,2,0,2,1.00
Gajini,Britons,2025-09-15,1,1,2,0.50
Gajini,Britons,2025-11-17,0,1,1,0.00
Gajini,Britons,2025-12-08,1,0,1,1.00
Gajini,Britons,2025-12-22,0,1,1,0.00
Gajini,Britons,2026-01-12,0,1,1,0.00
Gajini,Britons,2026-01-26,0,1,1,0.00
Gajini,Britons,2026-02-16,1,0,1,1.00
Gajini,Britons,2026-02-23,1,0,1,1.00
Gajini,Bulgarians,2024-01-22,0,1,1,0.00
Gajini,Bulgarians,2024-05-06,0,1,1,0.00
Gajini,Bulgarians,2024-06-24,1,0,1,1.00
Gajini,Bulgarians,2024-08-05,0,1,1,0.00
Gajini,Bulgarians,2024-08-26,1,0,1,1.00
Gajini,Bulgarians,2024-10-14,1,0,1,1.00
Gajini,Bulgarians,2024-10-28,0,1,1,0.00
Gajini,Bulgarians,2024-11-11,1,1,2,0.50
Gajini,Bulgarians,2024-12-30,1,1,2,0.50
Gajini,Bulgarians,2025-01-20,1,2,3,0.33
Gajini,Bulgarians,2025-06-23,0,1,1,0.00
Gajini,Bulgarians,2025-07-28,0,1,1,0.00
Gajini,Bulgarians,2025-09-22,0,1,1,0.00
Gajini,Bulgarians,2025-11-17,0,1,1,0.00
Gajini,Bulgarians,2025-12-01,2,0,2,1.00
Gajini,Bulgarians,2025-12-15,1,0,1,1.00
Gajini,Bulgarians,2025-12-22,0,1,1,0.00
Gajini,Bulgarians,2026-01-05,0,1,1,0.00
Gajini,Bulgarians,2026-01-19,1,0,1,1.00
Gajini,Bulgarians,2026-02-09,0,1,1,0.00
Gajini,Burgundians,2024-12-30,1,2,3,0.33
Gajini,Burgundians,2025-02-03,1,0,1,1.00
Gajini,Burgundians,2025-02-24,0,1,1,0.00
Gajini,Burgundians,2025-03-24,0,1,1,0.00
Gajini,Burgundians,2025-04-14,1,3,4,0.25
Gajini,Burgundians,2025-07-07,0,1,1,0.00
Gajini,Burgundians,2025-11-03,1,0,1,1.00
Gajini,Burgundians,2025-11-10,0,1,1,0.00
Gajini,Burgundians,2025-12-01,0,1,1,0.00
Gajini,Burgundians,2026-01-19,1,0,1,1.00
Gajini,Burgundians,2026-01-26,0,1,1,0.00
Gajini,Burmese,2024-06-10,1,0,1,1.00
Gajini,Burmese,2024-06-17,0,3,3,0.00
Gajini,Burmese,2024-07-29,2,0,2,1.00
Gajini,Burmese,2024-09-02,0,3,3,0.00
Gajini,Burmese,2024-10-14,1,0,1,1.00
Gajini,Burmese,2024-11-18,0,1,1,0.00
Gajini,Burmese,2024-12-02,2,0,2,1.00
Gajini,Burmese,2024-12-23,0,1,1,0.00
Gajini,Burmese,2025-01-06,2,0,2,1.00
Gajini,Burmese,2025-01-27,1,0,1,1.00
Gajini,Burmese,2025-03-10,0,1,1,0.00
Gajini,Burmese,2025-04-14,0,2,2,0.00
Gajini,Burmese,2025-06-23,0,1,1,0.00
Gajini,Burmese,2025-07-28,0,1,1,0.00
Gajini,Burmese,2025-08-18,1,0,1,1.00
Gajini,Burmese,2025-08-25,0,1,1,0.00
Gajini,Burmese,2025-09-01,1,1,2,0.50
Gajini,Burmese,2025-09-08,1,0,1,1.00
Gajini,Burmese,2025-11-17,2,0,2,1.00
Gajini,Burmese,2025-11-24,1,0,1,1.00
Gajini,Burmese,2025-12-15,1,1,2,0.50
Gajini,Burmese,2025-12-29,1,0,1,1.00
Gajini,Burmese,2026-01-05,0,1,1,0.00
Gajini,Burmese,2026-01-19,1,1,2,0.50
Gajini,Burmese,2026-01-26,0,1,1,0.00
Gajini,Burmese,2026-02-16,0,1,1,0.00
Gajini,Byzantines,2024-02-26,1,0,1,1.00
Gajini,Byzantines,2024-04-08,0,2,2,0.00
Gajini,Byzantines,2024-04-22,0,1,1,0.00
Gajini,Byzantines,2024-10-21,1,0,1,1.00
Gajini,Byzantines,2025-01-27,1,0,1,1.00
Gajini,Byzantines,2025-02-17,1,1,2,0.50
Gajini,Byzantines,2025-02-24,0,1,1,0.00
Gajini,Byzantines,2025-03-24,0,1,1,0.00
Gajini,Byzantines,2025-08-04,0,1,1,0.00
Gajini,Byzantines,2025-08-11,0,1,1,0.00
Gajini,Byzantines,2025-08-18,0,2,2,0.00
Gajini,Byzantines,2025-09-15,0,2,2,0.00
Gajini,Byzantines,2025-09-22,1,0,1,1.00
Gajini,Byzantines,2025-10-06,1,0,1,1.00
Gajini,Byzantines,2025-12-15,1,0,1,1.00
Gajini,Byzantines,2025-12-22,1,0,1,1.00
Gajini,Byzantines,2026-01-05,1,0,1,1.00
Gajini,Byzantines,2026-01-26,1,0,1,1.00
Gajini,Celts,2024-01-22,2,0,2,1.00
Gajini,Celts,2024-01-29,2,3,5,0.40
Gajini,Celts,2024-03-04,0,1,1,0.00
Gajini,Celts,2024-04-01,1,1,2,0.50
Gajini,Celts,2024-04-15,0,2,2,0.00
Gajini,Celts,2024-05-13,1,1,2,0.50
Gajini,Celts,2024-05-20,1,0,1,1.00
Gajini,Celts,2024-07-29,1,1,2,0.50
Gajini,Celts,2024-09-02,1,1,2,0.50
Gajini,Celts,2024-09-09,0,1,1,0.00
Gajini,Celts,2024-10-07,1,1,2,0.50
Gajini,Celts,2024-10-14,0,3,3,0.00
Gajini,Celts,2024-11-25,0,1,1,0.00
Gajini,Celts,2024-12-23,1,0,1,1.00
Gajini,Celts,2024-12-30,0,1,1,0.00
Gajini,Celts,2025-01-20,1,1,2,0.50
Gajini,Celts,2025-02-03,1,0,1,1.00
Gajini,Celts,2025-02-24,1,1,2,0.50
Gajini,Celts,2025-07-07,1,1,2,0.50
Gajini,Celts,2025-07-14,0,1,1,0.00
Gajini,Celts,2025-07-21,1,0,1,1.00
Gajini,Celts,2025-07-28,1,0,1,1.00
Gajini,Celts,2025-08-11,1,0,1,1.00
Gajini,Celts,2025-10-13,2,0,2,1.00
Gajini,Celts,2025-10-20,1,0,1,1.00
Gajini,Celts,2025-11-10,0,1,1,0.00
Gajini,Celts,2025-12-01,0,1,1,0.00
Gajini,Celts,2025-12-08,2,0,2,1.00
Gajini,Celts,2025-12-22,1,0,1,1.00
Gajini,Celts,2026-01-26,0,1,1,0.00
Gajini,Celts,2026-02-09,1,2,3,0.33
Gajini,Chinese,2024-02-26,1,1,2,0.50
Gajini,Chinese,2024-03-11,1,0,1,1.00
Gajini,Chinese,2024-03-18,0,1,1,0.00
Gajini,Chinese,2024-04-01,0,1,1,0.00
Gajini,Chinese,2024-04-15,0,1,1,0.00
Gajini,Chinese,2024-04-22,1,0,1,1.00
Gajini,Chinese,2024-04-29,0,2,2,0.00
Gajini,Chinese,2024-06-17,0,1,1,0.00
Gajini,Chinese,2024-07-29,0,6,6,0.00
Gajini,Chinese,2024-08-26,1,0,1,1.00
Gajini,Chinese,2024-09-09,1,1,2,0.50
Gajini,Chinese,2024-09-16,1,1,2,0.50
Gajini,Chinese,2024-10-28,0,2,2,0.00
Gajini,Chinese,2024-11-11,0,1,1,0.00
Gajini,Chinese,2024-12-16,0,1,1,0.00
Gajini,Chinese,2024-12-30,2,0,2,1.00
Gajini,Chinese,2025-02-17,1,0,1,1.00
Gajini,Chinese,2025-03-03,1,1,2,0.50
Gajini,Chinese,2025-03-17,0,1,1,0.00
Gajini,Chinese,2025-03-24,1,0,1,1.00
Gajini,Chinese,2025-04-14,1,0,1,1.00
Gajini,Chinese,2025-08-11,0,1,1,0.00
Gajini,Chinese,2025-08-18,0,1,1,0.00
Gajini,Chinese,2025-08-25,1,0,1,1.00
Gajini,Chinese,2025-09-22,2,1,3,0.67
Gajini,Chinese,2025-10-13,1,0,1,1.00
Gajini,Chinese,2025-11-10,1,0,1,1.00
Gajini,Chinese,2025-12-01,0,1,1,0.00
Gajini,Cumans,2024-02-12,1,1,2,0.50
Gajini,Cumans,2024-02-26,1,0,1,1.00
Gajini,Cumans,2024-03-11,1,0,1,1.00
Gajini,Cumans,2024-03-18,0,1,1,0.00
Gajini,Cumans,2024-04-15,1,0,1,1.00
Gajini,Cumans,2024-08-12,0,1,1,0.00
Gajini,Cumans,2024-10-14,1,0,1,1.00
Gajini,Cumans,2024-10-21,1,0,1,1.00
Gajini,Cumans,2024-11-04,1,0,1,1.00
Gajini,Cumans,2024-12-23,0,1,1,0.00
Gajini,Cumans,2024-12-30,0,1,1,0.00
Gajini,Cumans,2025-03-24,0,1,1,0.00
Gajini,Cumans,2025-04-14,1,0,1,1.00
Gajini,Cumans,2025-06-30,0,1,1,0.00
Gajini,Cumans,2025-07-07,0,1,1,0.00
Gajini,Cumans,2025-08-11,1,2,3,0.33
Gajini,Cumans,2025-09-01,1,0,1,1.00
Gajini,Cumans,2025-09-15,1,0,1,1.00
Gajini,Cumans,2025-09-22,0,1,1,0.00
Gajini,Cumans,2025-10-06,0,1,1,0.00
Gajini,Cumans,2025-11-17,0,1,1,0.00
Gajini,Cumans,2025-11-24,0,1,1,0.00
Gajini,Cumans,2025-12-22,0,1,1,0.00
Gajini,Cumans,2026-01-26,0,1,1,0.00
Gajini,Cumans,2026-02-16,1,0,1,1.00
Gajini,Dravidians,2024-01-22,0,1,1,0.00
Gajini,Dravidians,2024-05-20,1,0,1,1.00
Gajini,Dravidians,2024-06-24,1,1,2,0.50
Gajini,Dravidians,2024-08-05,1,1,2,0.50
Gajini,Dravidians,2024-08-12,1,1,2,0.50
Gajini,Dravidians,2024-08-19,1,0,1,1.00
Gajini,Dravidians,2024-09-02,0,2,2,0.00
Gajini,Dravidians,2024-09-16,1,0,1,1.00
Gajini,Dravidians,2024-09-30,1,0,1,1.00
Gajini,Dravidians,2024-11-11,2,2,4,0.50
Gajini,Dravidians,2024-12-16,1,1,2,0.50
Gajini,Dravidians,2025-01-20,1,2,3,0.33
Gajini,Dravidians,2025-07-07,0,2,2,0.00
Gajini,Dravidians,2025-08-11,1,0,1,1.00
Gajini,Dravidians,2025-11-03,1,0,1,1.00
Gajini,Dravidians,2025-12-08,1,1,2,0.50
Gajini,Dravidians,2025-12-15,0,2,2,0.00
Gajini,Dravidians,2026-01-19,0,1,1,0.00
Gajini,Ethiopians,2024-01-29,1,2,3,0.33
Gajini,Ethiopians,2024-03-11,0,2,2,0.00
Gajini,Ethiopians,2024-04-22,0,1,1,0.00
Gajini,Ethiopians,2024-06-03,0,1,1,0.00
Gajini,Ethiopians,2024-08-05,0,1,1,0.00
Gajini,Ethiopians,2025-02-24,1,1,2,0.50
Gajini,Ethiopians,2025-03-10,0,1,1,0.00
Gajini,Ethiopians,2025-03-17,0,1,1,0.00
Gajini,Ethiopians,2025-06-23,1,0,1,1.00
Gajini,Ethiopians,2025-06-30,0,1,1,0.00
Gajini,Ethiopians,2025-08-11,1,1,2,0.50
Gajini,Ethiopians,2025-10-20,0,1,1,0.00
Gajini,Ethiopians,2026-01-26,1,0,1,1.00
Gajini,Ethiopians,2026-02-16,0,1,1,0.00
Gajini,Franks,2024-06-17,3,0,3,1.00
Gajini,Franks,2024-07-01,0,2,2,0.00
Gajini,Franks,2024-08-12,2,0,2,1.00
Gajini,Franks,2024-08-19,0,2,2,0.00
Gajini,Franks,2024-09-09,1,0,1,1.00
Gajini,Franks,2024-09-16,0,1,1,0.00
Gajini,Franks,2024-09-30,1,0,1,1.00
Gajini,Franks,2024-10-21,1,0,1,1.00
Gajini,Franks,2024-10-28,1,1,2,0.50
Gajini,Franks,2024-12-16,0,1,1,0.00
Gajini,Franks,2025-01-06,0,1,1,0.00
Gajini,Franks,2025-02-24,0,1,1,0.00
Gajini,Franks,2025-03-03,1,1,2,0.50
Gajini,Franks,2025-04-07,1,0,1,1.00
Gajini,Franks,2025-08-18,2,0,2,1.00
Gajini,Franks,2025-11-03,0,1,1,0.00
Gajini,Franks,2026-01-26,1,1,2,0.50
Gajini,Franks,2026-02-09,2,0,2,1.00
Gajini,Franks,2026-02-16,1,0,1,1.00
Gajini,Goths,2024-01-29,1,0,1,1.00
Gajini,Goths,2024-02-26,0,1,1,0.00
Gajini,Goths,2024-03-04,0,1,1,0.00
Gajini,Goths,2024-06-10,1,0,1,1.00
Gajini,Goths,2024-07-08,1,0,1,1.00
Gajini,Goths,2024-07-29,3,0,3,1.00
Gajini,Goths,2024-10-07,0,1,1,0.00
Gajini,Goths,2024-10-28,0,1,1,0.00
Gajini,Goths,2024-11-11,1,0,1,1.00
Gajini,Goths,2024-12-16,0,1,1,0.00
Gajini,Goths,2025-03-24,1,0,1,1.00
Gajini,Goths,2025-04-07,2,0,2,1.00
Gajini,Goths,2025-06-30,1,0,1,1.00
Gajini,Goths,2025-07-07,0,1,1,0.00
Gajini,Goths,2025-07-14,0,1,1,0.00
Gajini,Goths,2025-07-21,0,1,1,0.00
Gajini,Goths,2025-08-25,1,2,3,0.33
Gajini,Goths,2025-09-22,0,1,1,0.00
Gajini,Goths,2025-11-10,0,1,1,0.00
Gajini,Goths,2025-11-24,1,0,1,1.00
Gajini,Goths,2025-12-01,0,1,1,0.00
Gajini,Goths,2025-12-08,1,0,1,1.00
Gajini,Goths,2025-12-22,1,0,1,1.00
Gajini,Goths,2026-01-26,0,1,1,0.00
Gajini,Gurjaras,2024-02-26,0,1,1,0.00
Gajini,Gurjaras,2024-04-22,0,1,1,0.00
Gajini,Gurjaras,2024-06-10,0,1,1,0.00
Gajini,Gurjaras,2024-06-24,1,0,1,1.00
Gajini,Gurjaras,2024-07-01,1,0,1,1.00
Gajini,Gurjaras,2024-08-05,0,2,2,0.00
Gajini,Gurjaras,2024-09-23,1,1,2,0.50
Gajini,Gurjaras,2024-10-21,0,1,1,0.00
Gajini,Gurjaras,2024-11-04,2,0,2,1.00
Gajini,Gurjaras,2024-12-02,1,0,1,1.00
Gajini,Gurjaras,2024-12-09,1,0,1,1.00
Gajini,Gurjaras,2024-12-16,0,2,2,0.00
Gajini,Gurjaras,2024-12-23,1,0,1,1.00
Gajini,Gurjaras,2024-12-30,0,1,1,0.00
Gajini,Gurjaras,2025-02-24,0,1,1,0.00
Gajini,Gurjaras,2025-03-03,0,1,1,0.00
Gajini,Gurjaras,2025-03-10,1,0,1,1.00
Gajini,Gurjaras,2025-03-31,0,2,2,0.00
Gajini,Gurjaras,2025-05-05,1,0,1,1.00
Gajini,Gurjaras,2025-07-14,1,0,1,1.00
Gajini,Gurjaras,2025-08-25,1,0,1,1.00
Gajini,Gurjaras,2025-09-01,1,0,1,1.00
Gajini,Gurjaras,2025-09-08,0,1,1,0.00
Gajini,Gurjaras,2025-09-22,1,0,1,1.00
Gajini,Gurjaras,2025-10-06,1,0,1,1.00
Gajini,Gurjaras,2025-11-03,1,0,1,1.00
Gajini,Gurjaras,2025-11-17,1,0,1,1.00
Gajini,Gurjaras,2025-11-24,0,2,2,0.00
Gajini,Gurjaras,2025-12-08,1,0,1,1.00
Gajini,Gurjaras,2025-12-22,0,1,1,0.00
Gajini,Gurjaras,2025-12-29,0,1,1,0.00
Gajini,Gurjaras,2026-01-26,1,1,2,0.50
Gajini,Gurjaras,2026-02-02,1,0,1,1.00
Gajini,Gurjaras,2026-02-23,1,0,1,1.00
Gajini,Hindustanis,2024-03-11,1,0,1,1.00
Gajini,Hindustanis,2024-03-18,0,1,1,0.00
Gajini,Hindustanis,2024-05-20,0,1,1,0.00
Gajini,Hindustanis,2024-07-01,1,0,1,1.00
Gajini,Hindustanis,2024-07-08,1,1,2,0.50
Gajini,Hindustanis,2024-08-26,1,1,2,0.50
Gajini,Hindustanis,2024-09-16,1,0,1,1.00
Gajini,Hindustanis,2025-01-27,0,1,1,0.00
Gajini,Hindustanis,2025-02-03,0,1,1,0.00
Gajini,Hindustanis,2025-03-17,1,0,1,1.00
Gajini,Hindustanis,2025-03-31,0,1,1,0.00
Gajini,Hindustanis,2025-08-18,1,0,1,1.00
Gajini,Hindustanis,2025-11-17,0,1,1,0.00
Gajini,Hindustanis,2025-12-01,1,0,1,1.00
Gajini,Hindustanis,2025-12-22,1,0,1,1.00
Gajini,Hindustanis,2025-12-29,0,1,1,0.00
Gajini,Hindustanis,2026-01-19,0,1,1,0.00
Gajini,Hindustanis,2026-01-26,0,1,1,0.00
Gajini,Hindustanis,2026-02-02,1,0,1,1.00
Gajini,Huns,2024-02-19,0,1,1,0.00
Gajini,Huns,2024-04-01,1,0,1,1.00
Gajini,Huns,2024-04-08,0,1,1,0.00
Gajini,Huns,2024-05-13,1,0,1,1.00
Gajini,Huns,2024-06-10,1,0,1,1.00
Gajini,Huns,2024-07-08,1,1,2,0.50
Gajini,Huns,2024-11-18,1,0,1,1.00
Gajini,Huns,2024-12-02,1,0,1,1.00
Gajini,Huns,2024-12-09,0,1,1,0.00
Gajini,Huns,2024-12-23,1,0,1,1.00
Gajini,Huns,2024-12-30,3,0,3,1.00
Gajini,Huns,2025-02-03,1,0,1,1.00
Gajini,Huns,2025-06-23,0,1,1,0.00
Gajini,Huns,2025-07-07,1,0,1,1.00
Gajini,Huns,2025-08-18,1,0,1,1.00
Gajini,Huns,2025-08-25,1,0,1,1.00
Gajini,Huns,2025-09-08,1,0,1,1.00
Gajini,Huns,2025-09-15,1,1,2,0.50
Gajini,Huns,2025-10-13,0,1,1,0.00
Gajini,Huns,2025-10-20,1,0,1,1.00
Gajini,Huns,2025-11-17,1,0,1,1.00
Gajini,Huns,2025-11-24,1,0,1,1.00
Gajini,Huns,2025-12-01,1,0,1,1.00
Gajini,Huns,2025-12-22,1,1,2,0.50
Gajini,Huns,2026-01-05,0,2,2,0.00
Gajini,Huns,2026-01-19,1,0,1,1.00
Gajini,Huns,2026-02-16,0,1,1,0.00
Gajini,Huns,2026-02-23,1,1,2,0.50
Gajini,Inca,2024-01-22,0,1,1,0.00
Gajini,Inca,2024-01-29,0,1,1,0.00
Gajini,Inca,2024-03-11,1,0,1,1.00
Gajini,Inca,2024-08-19,1,2,3,0.33
Gajini,Inca,2024-10-07,0,1,1,0.00
Gajini,Inca,2024-10-14,1,1,2,0.50
Gajini,Inca,2024-11-25,1,0,1,1.00
Gajini,Inca,2024-12-30,0,1,1,0.00
Gajini,Inca,2025-03-03,2,0,2,1.00
Gajini,Inca,2025-03-10,1,0,1,1.00
Gajini,Inca,2025-03-24,0,1,1,0.00
Gajini,Inca,2025-04-07,1,0,1,1.00
Gajini,Inca,2025-06-30,1,0,1,1.00
Gajini,Inca,2025-07-14,1,0,1,1.00
Gajini,Inca,2025-08-18,0,1,1,0.00
Gajini,Inca,2025-11-10,0,1,1,0.00
Gajini,Inca,2025-12-08,0,2,2,0.00
Gajini,Inca,2026-02-09,0,1,1,0.00
Gajini,Italians,2024-01-29,0,1,1,0.00
Gajini,Italians,2024-02-19,1,1,2,0.50
Gajini,Italians,2024-02-26,2,1,3,0.67
Gajini,Italians,2024-05-06,0,1,1,0.00
Gajini,Italians,2024-06-10,2,0,2,1.00
Gajini,Italians,2024-06-24,1,0,1,1.00
Gajini,Italians,2024-08-26,1,1,2,0.50
Gajini,Italians,2024-09-09,1,0,1,1.00
Gajini,Italians,2024-10-14,1,1,2,0.50
Gajini,Italians,2024-10-28,0,1,1,0.00
Gajini,Italians,2024-11-25,1,0,1,1.00
Gajini,Italians,2024-12-02,0,2,2,0.00
Gajini,Italians,2024-12-09,1,0,1,1.00
Gajini,Italians,2025-03-03,1,0,1,1.00
Gajini,Italians,2025-06-16,1,0,1,1.00
Gajini,Italians,2025-08-11,0,1,1,0.00
Gajini,Italians,2025-10-20,1,0,1,1.00
Gajini,Italians,2025-11-24,0,1,1,0.00
Gajini,Italians,2025-12-01,0,1,1,0.00
Gajini,Italians,2026-01-26,1,1,2,0.50
Gajini,Italians,2026-02-09,0,1,1,0.00
Gajini,Italians,2026-02-16,0,1,1,0.00
Gajini,Japanese,2024-02-12,2,1,3,0.67
Gajini,Japanese,2024-03-04,2,0,2,1.00
Gajini,Japanese,2024-03-18,1,0,1,1.00
Gajini,Japanese,2024-04-15,0,1,1,0.00
Gajini,Japanese,2024-08-26,0,2,2,0.00
Gajini,Japanese,2024-09-02,0,1,1,0.00
Gajini,Japanese,2024-09-23,1,1,2,0.50
Gajini,Japanese,2024-10-07,0,1,1,0.00
Gajini,Japanese,2024-10-14,0,1,1,0.00
Gajini,Japanese,2024-10-21,0,2,2,0.00
Gajini,Japanese,2024-11-18,0,2,2,0.00
Gajini,Japanese,2024-12-23,1,1,2,0.50
Gajini,Japanese,2025-01-27,1,0,1,1.00
Gajini,Japanese,2025-02-03,2,0,2,1.00
Gajini,Japanese,2025-02-17,0,1,1,0.00
Gajini,Japanese,2025-02-24,0,1,1,0.00
Gajini,Japanese,2025-03-03,0,1,1,0.00
Gajini,Japanese,2025-04-07,0,1,1,0.00
Gajini,Japanese,2025-04-14,0,1,1,0.00
Gajini,Japanese,2025-08-18,1,1,2,0.50
Gajini,Japanese,2025-09-01,0,1,1,0.00
Gajini,Japanese,2025-09-15,1,0,1,1.00
Gajini,Japanese,2025-09-22,0,1,1,0.00
Gajini,Japanese,2025-11-17,0,1,1,0.00
Gajini,Japanese,2025-11-24,0,1,1,0.00
Gajini,Japanese,2025-12-08,0,1,1,0.00
Gajini,Japanese,2025-12-29,1,0,1,1.00
Gajini,Japanese,2026-01-19,1,0,1,1.00
Gajini,Khmer,2024-01-22,0,1,1,0.00
Gajini,Khmer,2024-03-11,1,0,1,1.00
Gajini,Khmer,2024-04-15,0,1,1,0.00
Gajini,Khmer,2024-04-22,1,1,2,0.50
Gajini,Khmer,2024-07-01,1,0,1,1.00
Gajini,Khmer,2024-08-26,2,2,4,0.50
Gajini,Khmer,2024-09-02,1,0,1,1.00
Gajini,Khmer,2024-09-30,1,0,1,1.00
Gajini,Khmer,2024-10-07,0,1,1,0.00
Gajini,Khmer,2024-10-28,0,1,1,0.00
Gajini,Khmer,2024-11-18,1,0,1,1.00
Gajini,Khmer,2024-12-30,1,0,1,1.00
Gajini,Khmer,2025-03-17,1,1,2,0.50
Gajini,Khmer,2025-05-05,0,1,1,0.00
Gajini,Khmer,2025-06-16,1,0,1,1.00
Gajini,Khmer,2025-08-04,1,0,1,1.00
Gajini,Khmer,2025-08-11,1,0,1,1.00
Gajini,Khmer,2025-09-08,1,0,1,1.00
Gajini,Khmer,2025-09-15,1,1,2,0.50
Gajini,Khmer,2025-10-13,0,1,1,0.00
Gajini,Khmer,2025-10-20,0,1,1,0.00
Gajini,Khmer,2025-11-03,1,0,1,1.00
